RHRH	Ga0244010_1000378,0,83486,UniRef50_P0DPB7,62599,66838
RHRH	Ga0243736_1000262,0,88370,UniRef50_P0DPB7,68016,72255
RHRH	Ga0243733_1000185,0,89443,UniRef50_P0DPB7,16209,20448
RHRH	ERZ899607.26,9337,37758,UniRef50_P0DPB7,22970,27134
RHRH	ERZ930471.14,0,28364,UniRef50_P0DPB7,10710,14874
RHRH	ENA|ORSX01001336|ORSX01001336.1,0,18358,UniRef50_P0DPB7,3503,7667
RHRH	ERZ918124.19575,0,22378,UniRef50_P0DPB7,7445,11609
RHRH	ENA-OLWR01001005-OLWR01001005.1-human-gut-metagenome-genome-assembly--contig:-NODE-1005-length-15017-cov-5.590964,0,15017,UniRef50_P0DPB7,3310,7474
RHRH	ENA|UYEA01000758|UYEA01000758.1,9794,35411,UniRef50_P0DPB7,23284,27448
RHRH	ENA|OQUI01001249|OQUI01001249.1,9752,35579,UniRef50_P0DPB7,23272,27436
RHRH	ERZ809205.402,0,26340,UniRef50_P0DPB7,10780,14944
RHRH	ENA|OZBU01000956|OZBU01000956.1,0,8022,UniRef50_P0DPB7,168,4407
R-RR	ENA|VFTM01000002|VFTM01000002.1,120902,171945,UniRef50_E4T0I2,129354,132366
R-RR	ENA|VFTW01000010|VFTW01000010.1,81965,133008,UniRef50_E4T0I2,90357,93369
RHRH	ERZ919635.13571,9280,37786,UniRef50_P0DPB7,22914,27078
RHRH	ERZ950089.16906,0,23508,UniRef50_P0DPB7,96,3552
RHRH	ENA|UYEV01000470|UYEV01000470.1,15934,41240,UniRef50_P0DPB7,18906,23049
RHRH	ENA|OSET01005556|OSET01005556.1,0,10593,UniRef50_P0DPB8,1897,5845
RHRH	Ga0245326_100411,0,28404,UniRef50_P0DPB7,10752,14916
RHRH	ERZ840519.574,0,37733,UniRef50_P0DPB7,738,4908
RHRH	ENA-OROU01001379-OROU01001379.1-human-gut-metagenome-genome-assembly--contig:-NODE-1379-length-20854-cov-8.017501,0,20854,UniRef50_P0DPB7,467,4616
RHRH	ENA-OHMU01000243-OHMU01000243.1-human-gut-metagenome-genome-assembly--contig:-NODE-243-length-35204-cov-4.627955,9329,35204,UniRef50_P0DPB7,14780,18929
RHRH	ERZ949841.6579,0,24848,UniRef50_P0DPB7,4468,8617
RHRH	ENA|OGUP01001283|OGUP01001283.1,0,14537,UniRef50_P0DPB7,2409,6573
RHRH	NODE-90-length-82276-cov-18.03,7036,81600,UniRef50_C7NBY4,14575,18079
R-RR	NZ_VFTL01000011.1,93047,146058,UniRef50_E4T0I2,118046,121058
RHRH	ENA|OGJK01000359|OGJK01000359.1,0,49773,UniRef50_P0DPB7,4130,8279
RHRH	ERZ974455.8,0,32388,UniRef50_P0DPB7,326,3956
RHRH	Ga0169607_1000592,0,14238,UniRef50_P0DPB7,321,4485
RHRH	ERZ1108180.1069,0,24417,UniRef50_P0DPB7,13888,17962
RHRH	ENA-OYZL01000992-OYZL01000992.1-human-gut-metagenome-genome-assembly--contig:-NODE-992-length-11653-cov-10.537420,0,11653,UniRef50_P0DPB7,164,4403
RHRH	ERZ917868.69371,0,12655,UniRef50_P0DPB7,2956,7105
RHRH	ERZ914554.12089,0,11628,UniRef50_P0DPB7,7432,11581
RHRH	ENA|UMEP01002495|UMEP01002495.1,0,6685,UniRef50_P0DPB7,2328,6486
RHRH	ENA|OQGH01001443|OQGH01001443.1,0,11451,UniRef50_P0DPB7,7454,11225
RHRH	ERZ925286.86109,0,31233,UniRef50_P0DPB7,23748,27822
RHRH	ERZ918602.27570,15305,164460,UniRef50_P0DPB7,143988,148227
RHRH	ERZ922476.3154,0,14896,UniRef50_P0DPB7,7203,11166
RHRH	ENA|OOZT01000201|OOZT01000201.1,0,54901,UniRef50_P0DPB7,34514,38663
RHRH	ENA-OLNV01000140-OLNV01000140.1-human-gut-metagenome-genome-assembly--contig:-NODE-140-length-58213-cov-6.240345,0,58213,UniRef50_P0DPB7,16246,20485
RHRH	ENA-OUQH01000158-OUQH01000158.1-human-gut-metagenome-genome-assembly--contig:-NODE-158-length-55217-cov-23.804648,0,55217,UniRef50_P0DPB7,16625,20864
RHRH	ERZ917484.40655,0,57764,UniRef50_P0DPB7,16414,20653
RHRH	ENA-OHEQ01000343-OHEQ01000343.1-human-gut-metagenome-genome-assembly--contig:-NODE-343-length-37721-cov-5.940716,0,28364,UniRef50_P0DPB7,10710,14874
RHRH	ERZ898494.1176,6966,33587,UniRef50_P0DPB7,12662,16688
RHRH	ERZ920428.91664,0,28716,UniRef50_P0DPB7,14854,19003
RHRH	ERZ917190.1900,0,29202,UniRef50_P0DPB7,6670,10819
RHRH	ERZ959242.17383,0,24961,UniRef50_P0DPB7,18354,22503
RHRH	Ga0168681_101606,0,14844,UniRef50_P0DPB7,4221,8370
RHRH	ERZ857480.35132,0,24750,UniRef50_P0DPB7,4080,8319
RHRH	ERZ917796.31236,0,24669,UniRef50_P0DPB7,16482,20631
RHRH	ERZ919084.34227,0,23287,UniRef50_P0DPB7,16262,20411
RHRH	ERZ963763.4682,0,9618,UniRef50_P0DPB7,934,5083
RHRH	ERZ919616.38160,0,6382,UniRef50_P0DPB7,1238,5396
RH-N	ERZ918937.51699,0,10739,UniRef50_P0DPB7,3495,6675
RHRH	ERZ925561.59380,13725,44735,UniRef50_P0DPB7,32018,36167
RHRH	ERZ841044.3961,0,9959,UniRef50_P0DPB7,1974,6123
RHRH	ERZ919706.77350,0,7866,UniRef50_P0DPB7,1103,5261
RHRH	ERZ795390.94-NODE-94-length-232858-cov-109.211282,0,76126,UniRef50_E4T0I2,13396,17050
RHRH	ENA-OGOA01000154-OGOA01000154.1-metagenome-genome-assembly--contig:-NODE-154-length-61833-cov-8.109618,0,48551,UniRef50_P0DPB7,26107,30256
RHRH	ERZ900172.14,0,75451,UniRef50_P0DPB7,35563,39802
RHRH	ENA-USYY01001157-USYY01001157.1-human-gut-metagenome-genome-assembly--contig:-NODE-1157-length-21271-cov-14.643720,0,21271,UniRef50_P0DPB7,6518,10667
RHRH	Ga0131115_1023,11083,37907,UniRef50_A0A0H5SJ89,16589,20267
RHRH	ERZ917580.37591,11311,60552,UniRef50_P0DPB7,14867,18950
RHRH	ERZ913571.24619,0,30125,UniRef50_P0DPB7,8784,12933
RHRH	ERZ987856.10274,0,101799,UniRef50_P0DPB7,79267,83416
RHRH	ENA|MPDH01000001|MPDH01000001.1,0,231543,UniRef50_P0DPB8,198778,201952
RHRH	ERZ862429.9,0,89945,UniRef50_P0DPB7,26211,30360
RHRH	ENA-OPNA01000062-OPNA01000062.1-human-gut-metagenome-genome-assembly--contig:-NODE-62-length-81749-cov-5.699219,0,81749,UniRef50_P0DPB7,16101,20250
RHRH	ERZ971063.14,0,67641,UniRef50_P0DPB7,16412,20561
RHRH	Ga0243738_1000309,0,80165,UniRef50_P0DPB7,16071,20310
RHRH	ENA|UPND01000802|UPND01000802.1,0,24981,UniRef50_P0DPB7,743,4892
RHRH	ERZ914879.37481,0,31066,UniRef50_P0DPB7,1042,5191
RHRH	ENA-OPBE01000765-OPBE01000765.1-human-gut-metagenome-genome-assembly--contig:-NODE-765-length-30885-cov-7.654557,240,30885,UniRef50_P0DPB7,789,4938
RHRH	ENA-OOZY01000631-OOZY01000631.1-human-gut-metagenome-genome-assembly--contig:-NODE-631-length-24467-cov-3.141365,0,24467,UniRef50_P0DPB7,19575,23814
RHRH	ERZ932945.19,2270,44191,UniRef50_P0DPB7,2661,6900
RHRH	ERZ914807.8295,0,21138,UniRef50_P0DPB7,16060,20299
RHRH	ENA|JQLU01000005|JQLU01000005.1,141454,370845,UniRef50_E4T0I2,162240,165786
RHRH	ENA|UPSC01000235|UPSC01000235.1,2258,66724,UniRef50_A0A0H5SJ89,59408,62849
RHRH	ENA|ORNR01000380|ORNR01000380.1,0,25876,UniRef50_P0DPB7,15961,20110
RHRH	ENA-OWPA01000463-OWPA01000463.1-bioreactor-metagenome-genome-assembly--contig:-NODE-463-length-55458-cov-7.629927,0,46088,UniRef50_A0A0H5SJ89,423,4131
RHRH	ENA|UEPJ01000484|UEPJ01000484.1,13099,53730,UniRef50_P0DPB7,13352,17501
RHRH	ENA|OEGG01000022|OEGG01000022.1,0,82009,UniRef50_C7NBY4,70966,74470
RHRH	NZ_UAWS01000035.1,0,152191,UniRef50_P0DPB8,25246,28420
RHRH	ERZ972552.9,0,81592,UniRef50_P0DPB7,44191,48340
RHRH	ENA|UBKD01001274|UBKD01001274.1,0,12164,UniRef50_P0DPB7,6149,10298
RHRH	ENA|UZSG01000591|UZSG01000591.1,0,18638,UniRef50_P0DPB7,10332,14481
RHRH	ERZ909680.4822,0,36282,UniRef50_P0DPB7,13750,17899
RHRH	ENA|OWAO01000638|OWAO01000638.1,9617,47446,UniRef50_P0DPB7,15311,19460
RHRH	ENA-OLSI01000844-OLSI01000844.1-human-gut-metagenome-genome-assembly--contig:-NODE-844-length-23751-cov-33.562542,0,23751,UniRef50_P0DPB7,12214,16378
RHRH	ENA|ODGR01000067|ODGR01000067.1,684,75248,UniRef50_C7NBY4,64204,67708
RHRH	ERZ960175.8918,0,40166,UniRef50_P0DPB7,18342,22491
RHRH	ERZ920766.67365,40072,181844,UniRef50_P0DPB7,176700,180858
RHRH	ERZ1034873.81,0,57995,UniRef50_P0DPB7,42490,46639
RHNH	ENA|UPSD01000753|UPSD01000753.1,0,35968,UniRef50_A0A0H5SJ89,30131,33875
RHRH	ERZ971095.13,0,83926,UniRef50_P0DPB7,46330,50479
RHRH	ERZ920188.999,0,32916,UniRef50_P0DPB7,7351,11371
RHRH	NZ_AODJ01000004.1,12138,103301,UniRef50_P0DPB8,43133,46046
RHRH	ERZ838928.16,0,55217,UniRef50_P0DPB7,34353,38592
RHRH	ERZ919380.33290,0,113950,UniRef50_P0DPB7,91506,95655
RHRH	ERZ937126.29524,0,9116,UniRef50_C7NBY4,3904,7480
RHRH	ENA-OGWS01000387-OGWS01000387.1-human-gut-metagenome-genome-assembly--contig:-NODE-387-length-47036-cov-32.612035,0,47036,UniRef50_P0DPB7,38210,41450
RHRH	NZ_JNFB01000012.1,140545,383907,UniRef50_P0DPB8,170135,173309
RHRH	ERZ872540.11,0,65049,UniRef50_P0DPB7,42606,46755
RHRH	NZ_KI272904.1,0,57305,UniRef50_C7NBY4,13871,16613
RHRH	ERZ913779.19172,0,11167,UniRef50_P0DPB7,1679,5837
RHRH	ERZ920340.75453,84917,169767,UniRef50_P0DPB7,147323,151472
RHRH	ERZ915996.40482,0,23952,UniRef50_P0DPB7,15389,19472
RHRH	ENA|OPOR01002019|OPOR01002019.1,0,14962,UniRef50_P0DPB7,7599,11748
RHRH	ERZ920124.25037,0,52193,UniRef50_P0DPB7,11230,14470
RHRH	Ga0169709_100125,0,67274,UniRef50_P0DPB7,44838,48987
RHRH	ERZ919127.66127,0,41447,UniRef50_P0DPB7,919,5068
RHR-	ENA-OLRG01001683-OLRG01001683.1-human-gut-metagenome-genome-assembly--contig:-NODE-1683-length-17259-cov-10.910021,0,17259,UniRef50_P0DPB7,10299,14052
RHRH	ERZ940763.33502,0,15390,UniRef50_P0DPB7,4912,9001
RHRH	ERZ913253.10317,0,10642,UniRef50_P0DPB7,3994,8143
RHRH	ENA|UXLP01000942|UXLP01000942.1,0,29554,UniRef50_P0DPB7,17806,21955
RHRH	ERZ1034882.165,0,39041,UniRef50_P0DPB7,955,5104
RHRH	ERZ914007.27172,0,10498,UniRef50_P0DPB7,5330,9488
RHRH	Ga0244011_1000247,0,101830,UniRef50_P0DPB7,64895,69134
RHRH	Ga0169599_100152,0,61704,UniRef50_P0DPB7,3867,8109
RHRH	ERZ839823.114,13198,98048,UniRef50_P0DPB7,31492,35641
RHRH	NC_013891.1,1088709,1241748,UniRef50_P0DPB8,1174427,1177790
RHRH	ENA|MTLC01000177|MTLC01000177.1,93144,143803,UniRef50_E4T0I2,133232,136667
RHRH	ERZ1024281.1083,0,45520,UniRef50_P0DPB7,5347,9385
RHRH	ERZ986771.2074,19530,127794,UniRef50_P0DPB7,37912,42061
RHRH	ERZ919344.6245,0,13402,UniRef50_P0DPB7,452,4472
RHRH	Ga0394790_000002,1170142,1366583,UniRef50_C7NBY4,1240029,1243683
RHRH	ERZ919291.5019,0,18138,UniRef50_P0DPB7,3730,7693
RHRH	NC_014734.1,222390,272842,UniRef50_E4T0I2,225748,229213
RHRH	ERZ918565.69475,0,49880,UniRef50_P0DPB7,44917,49066
RHRH	Ga0115613_1000388,10567,36309,UniRef50_C7NBY4,14451,17937
RHRH	ERZ1034007.454,0,36323,UniRef50_P0DPB7,31094,35252
RHRH	ENA|UYFS01000686|UYFS01000686.1,0,29949,UniRef50_P0DPB7,713,4952
RHRH	ERZ925177.82203,0,150148,UniRef50_P0DPB7,127616,131765
RHRH	Ga0111493_100129,0,80586,UniRef50_C7NBY4,71524,75010
